ticker,mu,skewness,kurtosis
BBCA.JK,0.0002766698220484456,0.04027380629781187,5.8887936656877224
BBRI.JK,0.0005067320406558442,0.14314286958833194,5.248859544308075
BMRI.JK,0.00019017524536528945,-0.01223908238923137,6.028000146407161
BBNI.JK,0.0006013412346647993,-0.09767252537321047,6.319750677861179
